44.60,0,21.27,0,0
44.58,0,21.23,0,0
44.59,0,21.24,0,0
44.69,0,21.25,0,0
44.82,0,21.23,0,0
44.81,0,21.23,0,0
44.79,0,21.26,0,0
44.91,0,21.26,0,0
45.02,0,21.23,0,0
45.01,0,21.20,0,0
45.14,0,21.21,0,0
45.24,0,21.17,0,0
45.30,0,21.21,0,0
45.43,0,21.24,0,0
45.34,0,21.23,0,0
45.47,0,21.24,0,0
45.54,0,21.24,0,0
45.57,0,21.27,0,0
45.59,0,21.24,0,0
45.73,0,21.21,0,0
45.86,0,21.21,0,0
45.74,0,21.21,0,0
45.69,0,21.21,0,0
45.77,0,21.25,0,0
45.70,0,21.25,0,0
45.61,0,21.26,0,0
45.53,0,21.29,0,0
45.39,0,21.27,0,0
45.34,0,21.23,0,0
45.27,0,21.22,0,0
45.29,0,21.18,0,0
45.35,0,21.17,0,0
45.32,0,21.21,0,0
45.42,0,21.17,0,0
45.42,0,21.19,0,0
45.37,0,21.15,0,0
45.35,0,21.17,0,0
45.48,0,21.18,0,0
45.40,0,21.17,0,0
45.41,0,21.15,0,0
45.46,0,21.14,0,0
45.48,0,21.13,0,0
45.40,0,21.10,0,0
45.30,0,21.13,0,0
45.40,0,21.15,0,0
45.40,0,21.15,0,0
45.29,0,21.11,0,0
45.32,0,21.15,0,0
45.25,0,21.11,0,0
45.32,0,21.12,0,0
45.19,0,21.11,0,0
45.06,0,21.11,0,0
44.97,0,21.09,0,0
44.91,0,21.08,0,0
44.77,0,21.10,0,0
44.73,0,21.10,0,0
44.59,0,21.12,0,0
44.56,0,21.09,0,0
44.60,0,21.06,0,0
44.56,0,21.07,0,0
44.47,0,21.05,0,0
44.52,0,21.04,0,0
44.44,0,21.05,0,0
44.49,0,21.07,0,0
44.51,0,21.09,0,0
44.45,0,21.07,0,0
44.57,0,21.04,0,0
44.61,0,21.01,0,0
44.67,0,20.97,0,0
44.81,0,20.95,0,0
44.83,0,20.97,0,0
44.89,0,20.93,0,0
45.02,0,20.95,0,0
44.95,0,20.93,0,0
44.96,0,20.92,0,0
44.84,0,20.94,0,0
44.73,0,20.94,0,0
44.78,0,20.96,0,0
44.80,0,20.95,0,0
44.84,0,20.95,0,0
44.97,0,20.91,0,0
44.90,0,20.91,0,0
44.88,0,20.93,0,0
44.83,0,20.95,0,0
44.75,0,20.92,0,0
44.72,0,20.92,0,0
44.58,0,20.93,0,0
44.50,0,20.96,0,0
44.46,0,20.99,0,0
44.38,0,20.97,0,0
44.25,0,20.94,0,0
44.20,0,20.96,0,0
44.13,0,20.96,0,0
43.99,0,20.92,0,0
43.86,0,20.94,0,0
43.72,0,20.94,0,0
43.76,0,20.91,0,0
43.75,0,20.94,0,0
43.61,0,20.94,0,0
43.68,0,20.94,0,0
43.72,0,20.97,0,0
43.82,0,20.96,0,0
43.90,0,20.92,0,0
43.99,0,20.90,0,0
43.85,0,20.91,0,0
43.71,0,20.94,0,0
43.79,0,20.97,0,0
43.77,0,20.96,0,0
43.89,0,20.95,0,0
43.89,0,20.97,0,0
43.87,0,20.95,0,0
43.98,0,20.92,0,0
43.92,0,20.90,0,0
43.85,0,20.89,0,0
43.74,0,20.86,0,0
43.63,0,20.84,0,0
43.51,0,20.83,0,0
43.46,0,20.83,0,0
43.44,0,20.81,0,0
43.54,0,20.80,0,0
43.42,0,20.83,0,0
43.50,0,20.85,0,0
43.48,0,20.89,0,0
43.34,0,20.86,0,0
43.35,0,20.84,0,0
43.44,0,20.80,0,0
43.47,0,20.84,0,0
43.41,0,20.86,0,0
43.27,0,20.83,0,0
43.14,0,20.86,0,0
43.08,0,20.83,0,0
43.20,0,20.87,0,0
43.16,0,20.90,0,0
43.02,0,20.92,0,0
43.16,0,20.95,0,0
43.28,0,20.93,0,0
43.40,0,20.92,0,0
43.41,0,20.94,0,0
43.43,0,20.90,0,0
43.57,0,20.89,0,0
43.60,0,20.85,0,0
43.55,0,20.88,0,0
43.52,0,20.84,0,0
43.60,0,20.81,0,0
43.61,0,20.84,0,0
43.56,0,20.83,0,0
43.62,0,20.84,0,0
43.69,0,20.84,0,0
43.66,0,20.87,0,0
43.52,0,20.85,0,0
43.57,0,20.85,0,0
43.66,0,20.89,0,0
43.76,0,20.93,0,0
43.64,0,20.96,0,0
43.74,0,20.95,0,0
43.68,0,20.97,0,0
43.72,0,20.94,0,0
43.59,0,20.92,0,0
43.45,0,20.92,0,0
43.46,0,20.91,0,0
43.58,0,20.90,0,0
43.48,0,20.93,0,0
43.46,0,20.92,0,0
43.31,0,20.93,0,0
43.34,0,20.92,0,0
43.20,0,20.90,0,0
43.29,0,20.86,0,0
43.37,0,20.89,0,0
43.47,0,20.84,0,0
43.37,0,20.85,0,0
43.41,0,20.87,0,0
43.43,0,20.88,0,0
43.54,0,20.85,0,0
43.50,0,20.85,0,0
43.59,0,20.83,0,0
43.61,0,20.80,0,0
43.62,0,20.76,0,0
43.61,0,20.76,0,0
43.56,0,20.78,0,0
43.59,0,20.79,0,0
43.59,0,20.83,0,0
43.50,0,20.83,0,0
43.39,0,20.82,0,0
43.25,0,20.86,0,0
43.14,0,20.84,0,0
43.16,0,20.83,0,0
43.25,0,20.81,0,0
43.27,0,20.84,0,0
43.31,0,20.83,0,0
43.31,0,20.80,0,0
43.25,0,20.79,0,0
43.30,0,20.81,0,0
43.26,0,20.78,0,0
43.30,0,20.74,0,0
43.17,0,20.77,0,0
43.08,0,20.74,0,0
42.94,0,20.72,0,0
42.84,0,20.71,0,0
42.92,0,20.75,0,0
42.91,0,20.78,0,0
42.78,0,20.82,0,0
42.75,0,20.86,0,0
42.86,0,20.84,0,0
42.93,0,20.82,0,0
42.96,0,20.78,0,0
43.11,0,20.81,0,0
43.13,0,20.80,0,0
43.01,0,20.81,0,0
43.06,0,20.83,0,0
43.05,0,20.80,0,0
42.92,0,20.79,0,0
43.05,0,20.75,0,0
42.92,0,20.73,0,0
42.89,0,20.77,0,0
34.45,0,20.07,0,0
34.45,0,20.07,0,0
34.45,0,20.07,0,0
34.45,0,20.07,0,0
34.45,0,20.07,0,0
34.45,0,20.07,0,0
34.45,0,20.07,0,0
4.45,0,20.07,0,0
4.45,0,20.07,0,0
4.45,0,20.07,0,0
4.45,0,20.07,0,0
4.45,0,20.07,0,0
4.45,0,20.07,0,0
4.45,0,20.07,0,0
4.45,0,20.07,0,0
4.45,0,20.07,0,0
4.45,0,20.07,0,0
