1014.28,1014.27,1014.29,22.5,22.6,22.3,0,0,0,1014.28,0.73
1014.20,1014.19,1014.21,23.2,23.3,23.0,1,0,0,1014.20,0.50
1013.25,1013.24,1013.26,23.4,23.5,23.2,0,0,0,1013.25,0.00
1013.30,1013.29,1013.31,23.1,23.2,22.9,0,0,0,1013.30,0.05
1013.38,1013.37,1013.39,22.8,22.9,22.6,0,0,0,1013.38,0.13
1013.45,1013.44,1013.46,22.4,22.5,22.2,0,1,0,1013.45,0.20
1013.55,1013.54,1013.56,22.1,22.2,21.9,0,0,0,1013.55,0.30
1013.62,1013.61,1013.63,21.8,21.9,21.6,0,0,0,1013.62,0.37
1013.75,1013.74,1013.76,21.5,21.6,21.3,0,0,0,1013.75,0.50
1013.88,1013.87,1013.89,21.2,21.3,21.0,0,0,0,1013.88,0.63
1013.95,1013.94,1013.96,21.0,21.1,20.8,1,0,0,1013.95,0.70
1014.05,1014.04,1014.06,20.8,20.9,20.6,0,0,0,1014.05,0.80
1014.15,1014.14,1014.16,20.7,20.8,20.5,0,0,0,1014.15,0.90
1014.22,1014.21,1014.23,20.5,20.6,20.3,0,0,0,1014.22,0.97
1014.30,1014.29,1014.31,20.4,20.5,20.2,0,0,1,1014.30,1.05
1014.35,1014.34,1014.36,20.4,20.5,20.2,0,0,0,1014.35,1.10
1014.38,1014.37,1014.39,20.5,20.6,20.3,0,1,0,1014.38,1.13
1014.40,1014.39,1014.41,20.8,20.9,20.6,0,0,0,1014.40,1.15
1014.38,1014.37,1014.39,21.2,21.3,21.0,0,0,0,1014.38,1.08
1014.35,1014.34,1014.36,21.8,21.9,21.6,0,0,0,1014.35,0.95
1014.28,1014.27,1014.29,22.5,22.6,22.3,0,0,0,1014.28,0.73
1014.20,1014.19,1014.21,23.2,23.3,23.0,1,0,0,1014.20,0.50
1013.25,1013.24,1013.26,23.4,23.5,23.2,0,0,0,1013.25,0.00
1013.30,1013.29,1013.31,23.1,23.2,22.9,0,0,0,1013.30,0.05
1013.38,1013.37,1013.39,22.8,22.9,22.6,0,0,0,1013.38,0.13
1013.45,1013.44,1013.46,22.4,22.5,22.2,0,1,0,1013.45,0.20
1013.55,1013.54,1013.56,22.1,22.2,21.9,0,0,0,1013.55,0.30
1013.62,1013.61,1013.63,21.8,21.9,21.6,0,0,0,1013.62,0.37
1013.75,1013.74,1013.76,21.5,21.6,21.3,0,0,0,1013.75,0.50
1013.88,1013.87,1013.89,21.2,21.3,21.0,0,0,0,1013.88,0.63
1013.95,1013.94,1013.96,21.0,21.1,20.8,1,0,0,1013.95,0.70
1014.05,1014.04,1014.06,20.8,20.9,20.6,0,0,0,1014.05,0.80
1014.15,1014.14,1014.16,20.7,20.8,20.5,0,0,0,1014.15,0.90
1014.22,1014.21,1014.23,20.5,20.6,20.3,0,0,0,1014.22,0.97
1014.30,1014.29,1014.31,20.4,20.5,20.2,0,0,1,1014.30,1.05
1014.35,1014.34,1014.36,20.4,20.5,20.2,0,0,0,1014.35,1.10
1014.38,1014.37,1014.39,20.5,20.6,20.3,0,1,0,1014.38,1.13
1014.40,1014.39,1014.41,20.8,20.9,20.6,0,0,0,1014.40,1.15
1014.38,1014.37,1014.39,21.2,21.3,21.0,0,0,0,1014.38,1.08
1014.35,1014.34,1014.36,21.8,21.9,21.6,0,0,0,1014.35,0.95
1014.28,1014.27,1014.29,22.5,22.6,22.3,0,0,0,1014.28,0.73
1014.20,1014.19,1014.21,23.2,23.3,23.0,1,0,0,1014.20,0.50
1013.25,1013.24,1013.26,23.4,23.5,23.2,0,0,0,1013.25,0.00
1013.30,1013.29,1013.31,23.1,23.2,22.9,0,0,0,1013.30,0.05
1013.38,1013.37,1013.39,22.8,22.9,22.6,0,0,0,1013.38,0.13
1013.45,1013.44,1013.46,22.4,22.5,22.2,0,1,0,1013.45,0.20
1013.55,1013.54,1013.56,22.1,22.2,21.9,0,0,0,1013.55,0.30
1013.62,1013.61,1013.63,21.8,21.9,21.6,0,0,0,1013.62,0.37
1013.75,1013.74,1013.76,21.5,21.6,21.3,0,0,0,1013.75,0.50
1013.88,1013.87,1013.89,21.2,21.3,21.0,0,0,0,1013.88,0.63
1013.95,1013.94,1013.96,21.0,21.1,20.8,1,0,0,1013.95,0.70
1014.05,1014.04,1014.06,20.8,20.9,20.6,0,0,0,1014.05,0.80
1014.15,1014.14,1014.16,20.7,20.8,20.5,0,0,0,1014.15,0.90
1014.22,1014.21,1014.23,20.5,20.6,20.3,0,0,0,1014.22,0.97
1014.30,1014.29,1014.31,20.4,20.5,20.2,0,0,1,1014.30,1.05
1014.35,1014.34,1014.36,20.4,20.5,20.2,0,0,0,1014.35,1.10
1014.38,1014.37,1014.39,20.5,20.6,20.3,0,1,0,1014.38,1.13
1014.40,1014.39,1014.41,20.8,20.9,20.6,0,0,0,1014.40,1.15
1014.38,1014.37,1014.39,21.2,21.3,21.0,0,0,0,1014.38,1.08
1014.35,1014.34,1014.36,21.8,21.9,21.6,0,0,0,1014.35,0.95
1014.28,1014.27,1014.29,22.5,22.6,22.3,0,0,0,1014.28,0.73
1014.20,1014.19,1014.21,23.2,23.3,23.0,1,0,0,1014.20,0.50
1013.25,1013.24,1013.26,23.4,23.5,23.2,0,0,0,1013.25,0.00
1013.30,1013.29,1013.31,23.1,23.2,22.9,0,0,0,1013.30,0.05
1013.38,1013.37,1013.39,22.8,22.9,22.6,0,0,0,1013.38,0.13
1013.45,1013.44,1013.46,22.4,22.5,22.2,0,1,0,1013.45,0.20
1013.55,1013.54,1013.56,22.1,22.2,21.9,0,0,0,1013.55,0.30
1013.62,1013.61,1013.63,21.8,21.9,21.6,0,0,0,1013.62,0.37
1013.75,1013.74,1013.76,21.5,21.6,21.3,0,0,0,1013.75,0.50
1013.88,1013.87,1013.89,21.2,21.3,21.0,0,0,0,1013.88,0.63
1013.95,1013.94,1013.96,21.0,21.1,20.8,1,0,0,1013.95,0.70
1014.05,1014.04,1014.06,20.8,20.9,20.6,0,0,0,1014.05,0.80
1014.15,1014.14,1014.16,20.7,20.8,20.5,0,0,0,1014.15,0.90
1014.22,1014.21,1014.23,20.5,20.6,20.3,0,0,0,1014.22,0.97
1014.30,1014.29,1014.31,20.4,20.5,20.2,0,0,1,1014.30,1.05
1014.35,1014.34,1014.36,20.4,20.5,20.2,0,0,0,1014.35,1.10
1014.38,1014.37,1014.39,20.5,20.6,20.3,0,1,0,1014.38,1.13
1014.40,1014.39,1014.41,20.8,20.9,20.6,0,0,0,1014.40,1.15
1014.38,1014.37,1014.39,21.2,21.3,21.0,0,0,0,1014.38,1.08
1014.35,1014.34,1014.36,21.8,21.9,21.6,0,0,0,1014.35,0.95
1014.28,1014.27,1014.29,22.5,22.6,22.3,0,0,0,1014.28,0.73
1014.20,1014.19,1014.21,23.2,23.3,23.0,1,0,0,1014.20,0.50
1013.25,1013.24,1013.26,23.4,23.5,23.2,0,0,0,1013.25,0.00
1013.30,1013.29,1013.31,23.1,23.2,22.9,0,0,0,1013.30,0.05
1013.38,1013.37,1013.39,22.8,22.9,22.6,0,0,0,1013.38,0.13
1013.45,1013.44,1013.46,22.4,22.5,22.2,0,1,0,1013.45,0.20
1013.55,1013.54,1013.56,22.1,22.2,21.9,0,0,0,1013.55,0.30
1013.62,1013.61,1013.63,21.8,21.9,21.6,0,0,0,1013.62,0.37
1013.75,1013.74,1013.76,21.5,21.6,21.3,0,0,0,1013.75,0.50
1013.88,1013.87,1013.89,21.2,21.3,21.0,0,0,0,1013.88,0.63
1013.95,1013.94,1013.96,21.0,21.1,20.8,1,0,0,1013.95,0.70
1014.05,1014.04,1014.06,20.8,20.9,20.6,0,0,0,1014.05,0.80
1014.15,1014.14,1014.16,20.7,20.8,20.5,0,0,0,1014.15,0.90
1014.22,1014.21,1014.23,20.5,20.6,20.3,0,0,0,1014.22,0.97
1014.30,1014.29,1014.31,20.4,20.5,20.2,0,0,1,1014.30,1.05
1014.35,1014.34,1014.36,20.4,20.5,20.2,0,0,0,1014.35,1.10
1014.38,1014.37,1014.39,20.5,20.6,20.3,0,1,0,1014.38,1.13
1014.40,1014.39,1014.41,20.8,20.9,20.6,0,0,0,1014.40,1.15
1014.38,1014.37,1014.39,21.2,21.3,21.0,0,0,0,1014.38,1.08
1014.35,1014.34,1014.36,21.8,21.9,21.6,0,0,0,1014.35,0.95
1014.28,1014.27,1014.29,22.5,22.6,22.3,0,0,0,1014.28,0.73
1014.20,1014.19,1014.21,23.2,23.3,23.0,1,0,0,1014.20,0.50
1013.25,1013.24,1013.26,23.4,23.5,23.2,0,0,0,1013.25,0.00
1013.30,1013.29,1013.31,23.1,23.2,22.9,0,0,0,1013.30,0.05
1013.38,1013.37,1013.39,22.8,22.9,22.6,0,0,0,1013.38,0.13
1013.45,1013.44,1013.46,22.4,22.5,22.2,0,1,0,1013.45,0.20
1013.55,1013.54,1013.56,22.1,22.2,21.9,0,0,0,1013.55,0.30
1013.62,1013.61,1013.63,21.8,21.9,21.6,0,0,0,1013.62,0.37
1013.75,1013.74,1013.76,21.5,21.6,21.3,0,0,0,1013.75,0.50
1013.88,1013.87,1013.89,21.2,21.3,21.0,0,0,0,1013.88,0.63
1013.95,1013.94,1013.96,21.0,21.1,20.8,1,0,0,1013.95,0.70
1014.05,1014.04,1014.06,20.8,20.9,20.6,0,0,0,1014.05,0.80
1014.15,1014.14,1014.16,20.7,20.8,20.5,0,0,0,1014.15,0.90
1014.22,1014.21,1014.23,20.5,20.6,20.3,0,0,0,1014.22,0.97
1014.30,1014.29,1014.31,20.4,20.5,20.2,0,0,1,1014.30,1.05
1014.35,1014.34,1014.36,20.4,20.5,20.2,0,0,0,1014.35,1.10
1014.38,1014.37,1014.39,20.5,20.6,20.3,0,1,0,1014.38,1.13
1014.40,1014.39,1014.41,20.8,20.9,20.6,0,0,0,1014.40,1.15
1014.38,1014.37,1014.39,21.2,21.3,21.0,0,0,0,1014.38,1.08
1014.35,1014.34,1014.36,21.8,21.9,21.6,0,0,0,1014.35,0.95
1014.28,1014.27,1014.29,22.5,22.6,22.3,0,0,0,1014.28,0.73
1014.20,1014.19,1014.21,23.2,23.3,23.0,1,0,0,1014.20,0.50
1013.25,1013.24,1013.26,23.4,23.5,23.2,0,0,0,1013.25,0.00
1013.30,1013.29,1013.31,23.1,23.2,22.9,0,0,0,1013.30,0.05
1013.38,1013.37,1013.39,22.8,22.9,22.6,0,0,0,1013.38,0.13
1013.45,1013.44,1013.46,22.4,22.5,22.2,0,1,0,1013.45,0.20
1013.55,1013.54,1013.56,22.1,22.2,21.9,0,0,0,1013.55,0.30
1013.62,1013.61,1013.63,21.8,21.9,21.6,0,0,0,1013.62,0.37
1013.75,1013.74,1013.76,21.5,21.6,21.3,0,0,0,1013.75,0.50
1013.88,1013.87,1013.89,21.2,21.3,21.0,0,0,0,1013.88,0.63
1013.95,1013.94,1013.96,21.0,21.1,20.8,1,0,0,1013.95,0.70
1014.05,1014.04,1014.06,20.8,20.9,20.6,0,0,0,1014.05,0.80
1014.15,1014.14,1014.16,20.7,20.8,20.5,0,0,0,1014.15,0.90
1014.22,1014.21,1014.23,20.5,20.6,20.3,0,0,0,1014.22,0.97
1014.30,1014.29,1014.31,20.4,20.5,20.2,0,0,1,1014.30,1.05
1014.35,1014.34,1014.36,20.4,20.5,20.2,0,0,0,1014.35,1.10
1014.38,1014.37,1014.39,20.5,20.6,20.3,0,1,0,1014.38,1.13
1014.40,1014.39,1014.41,20.8,20.9,20.6,0,0,0,1014.40,1.15
1014.38,1014.37,1014.39,21.2,21.3,21.0,0,0,0,1014.38,1.08
1014.35,1014.34,1014.36,21.8,21.9,21.6,0,0,0,1014.35,0.95
1014.28,1014.27,1014.29,22.5,22.6,22.3,0,0,0,1014.28,0.73
1014.20,1014.19,1014.21,23.2,23.3,23.0,1,0,0,1014.20,0.50
1013.25,1013.24,1013.26,23.4,23.5,23.2,0,0,0,1013.25,0.00
1013.30,1013.29,1013.31,23.1,23.2,22.9,0,0,0,1013.30,0.05
1013.38,1013.37,1013.39,22.8,22.9,22.6,0,0,0,1013.38,0.13
1013.45,1013.44,1013.46,22.4,22.5,22.2,0,1,0,1013.45,0.20
1013.55,1013.54,1013.56,22.1,22.2,21.9,0,0,0,1013.55,0.30
1013.62,1013.61,1013.63,21.8,21.9,21.6,0,0,0,1013.62,0.37
1013.75,1013.74,1013.76,21.5,21.6,21.3,0,0,0,1013.75,0.50
1013.88,1013.87,1013.89,21.2,21.3,21.0,0,0,0,1013.88,0.63
1013.95,1013.94,1013.96,21.0,21.1,20.8,1,0,0,1013.95,0.70
1014.05,1014.04,1014.06,20.8,20.9,20.6,0,0,0,1014.05,0.80
1014.15,1014.14,1014.16,20.7,20.8,20.5,0,0,0,1014.15,0.90
1014.22,1014.21,1014.23,20.5,20.6,20.3,0,0,0,1014.22,0.97
1014.30,1014.29,1014.31,20.4,20.5,20.2,0,0,1,1014.30,1.05
1014.35,1014.34,1014.36,20.4,20.5,20.2,0,0,0,1014.35,1.10
1014.38,1014.37,1014.39,20.5,20.6,20.3,0,1,0,1014.38,1.13
1014.40,1014.39,1014.41,20.8,20.9,20.6,0,0,0,1014.40,1.15
1014.38,1014.37,1014.39,21.2,21.3,21.0,0,0,0,1014.38,1.08
1014.35,1014.34,1014.36,21.8,21.9,21.6,0,0,0,1014.35,0.95
1014.28,1014.27,1014.29,22.5,22.6,22.3,0,0,0,1014.28,0.73
1014.20,1014.19,1014.21,23.2,23.3,23.0,1,0,0,1014.20,0.50
1013.25,1013.24,1013.26,23.4,23.5,23.2,0,0,0,1013.25,0.00
1013.30,1013.29,1013.31,23.1,23.2,22.9,0,0,0,1013.30,0.05
1013.38,1013.37,1013.39,22.8,22.9,22.6,0,0,0,1013.38,0.13
1013.45,1013.44,1013.46,22.4,22.5,22.2,0,1,0,1013.45,0.20
1013.55,1013.54,1013.56,22.1,22.2,21.9,0,0,0,1013.55,0.30
1013.62,1013.61,1013.63,21.8,21.9,21.6,0,0,0,1013.62,0.37
1013.75,1013.74,1013.76,21.5,21.6,21.3,0,0,0,1013.75,0.50
1013.88,1013.87,1013.89,21.2,21.3,21.0,0,0,0,1013.88,0.63
1013.95,1013.94,1013.96,21.0,21.1,20.8,1,0,0,1013.95,0.70
1014.05,1014.04,1014.06,20.8,20.9,20.6,0,0,0,1014.05,0.80
1014.15,1014.14,1014.16,20.7,20.8,20.5,0,0,0,1014.15,0.90
1014.22,1014.21,1014.23,20.5,20.6,20.3,0,0,0,1014.22,0.97
1014.30,1014.29,1014.31,20.4,20.5,20.2,0,0,1,1014.30,1.05
1014.35,1014.34,1014.36,20.4,20.5,20.2,0,0,0,1014.35,1.10
1014.38,1014.37,1014.39,20.5,20.6,20.3,0,1,0,1014.38,1.13
1014.40,1014.39,1014.41,20.8,20.9,20.6,0,0,0,1014.40,1.15
1014.38,1014.37,1014.39,21.2,21.3,21.0,0,0,0,1014.38,1.08
1014.35,1014.34,1014.36,21.8,21.9,21.6,0,0,0,1014.35,0.95
1014.28,1014.27,1014.29,22.5,22.6,22.3,0,0,0,1014.28,0.73
1014.20,1014.19,1014.21,23.2,23.3,23.0,1,0,0,1014.20,0.50
1013.25,1013.24,1013.26,23.4,23.5,23.2,0,0,0,1013.25,0.00
1013.30,1013.29,1013.31,23.1,23.2,22.9,0,0,0,1013.30,0.05
1013.38,1013.37,1013.39,22.8,22.9,22.6,0,0,0,1013.38,0.13
1013.45,1013.44,1013.46,22.4,22.5,22.2,0,1,0,1013.45,0.20
1013.55,1013.54,1013.56,22.1,22.2,21.9,0,0,0,1013.55,0.30
1013.62,1013.61,1013.63,21.8,21.9,21.6,0,0,0,1013.62,0.37
1013.75,1013.74,1013.76,21.5,21.6,21.3,0,0,0,1013.75,0.50
1013.88,1013.87,1013.89,21.2,21.3,21.0,0,0,0,1013.88,0.63
1013.95,1013.94,1013.96,21.0,21.1,20.8,1,0,0,1013.95,0.70
1014.05,1014.04,1014.06,20.8,20.9,20.6,0,0,0,1014.05,0.80
1014.15,1014.14,1014.16,20.7,20.8,20.5,0,0,0,1014.15,0.90
1014.22,1014.21,1014.23,20.5,20.6,20.3,0,0,0,1014.22,0.97
1014.30,1014.29,1014.31,20.4,20.5,20.2,0,0,1,1014.30,1.05
1014.35,1014.34,1014.36,20.4,20.5,20.2,0,0,0,1014.35,1.10
1014.38,1014.37,1014.39,20.5,20.6,20.3,0,1,0,1014.38,1.13
1014.40,1014.39,1014.41,20.8,20.9,20.6,0,0,0,1014.40,1.15
1014.38,1014.37,1014.39,21.2,21.3,21.0,0,0,0,1014.38,1.08
1014.35,1014.34,1014.36,21.8,21.9,21.6,0,0,0,1014.35,0.95
1014.28,1014.27,1014.29,22.5,22.6,22.3,0,0,0,1014.28,0.73
1014.20,1014.19,1014.21,23.2,23.3,23.0,1,0,0,1014.20,0.50
1013.25,1013.24,1013.26,23.4,23.5,23.2,0,0,0,1013.25,0.00
1013.30,1013.29,1013.31,23.1,23.2,22.9,0,0,0,1013.30,0.05
1013.38,1013.37,1013.39,22.8,22.9,22.6,0,0,0,1013.38,0.13
1013.45,1013.44,1013.46,22.4,22.5,22.2,0,1,0,1013.45,0.20
1013.55,1013.54,1013.56,22.1,22.2,21.9,0,0,0,1013.55,0.30
1013.62,1013.61,1013.63,21.8,21.9,21.6,0,0,0,1013.62,0.37
1013.75,1013.74,1013.76,21.5,21.6,21.3,0,0,0,1013.75,0.50
1013.88,1013.87,1013.89,21.2,21.3,21.0,0,0,0,1013.88,0.63
1013.95,1013.94,1013.96,21.0,21.1,20.8,1,0,0,1013.95,0.70
1014.05,1014.04,1014.06,20.8,20.9,20.6,0,0,0,1014.05,0.80
1014.15,1014.14,1014.16,20.7,20.8,20.5,0,0,0,1014.15,0.90
1014.22,1014.21,1014.23,20.5,20.6,20.3,0,0,0,1014.22,0.97
1014.30,1014.29,1014.31,20.4,20.5,20.2,0,0,1,1014.30,1.05
1014.35,1014.34,1014.36,20.4,20.5,20.2,0,0,0,1014.35,1.10
1014.38,1014.37,1014.39,20.5,20.6,20.3,0,1,0,1014.38,1.13
1014.40,1014.39,1014.41,20.8,20.9,20.6,0,0,0,1014.40,1.15
1014.38,1014.37,1014.39,21.2,21.3,21.0,0,0,0,1014.38,1.08
1014.35,1014.34,1014.36,21.8,21.9,21.6,0,0,0,1014.35,0.95
1014.28,1014.27,1014.29,22.5,22.6,22.3,0,0,0,1014.28,0.73
1014.20,1014.19,1014.21,23.2,23.3,23.0,1,0,0,1014.20,0.50
1013.25,1013.24,1013.26,23.4,23.5,23.2,0,0,0,1013.25,0.00
1013.30,1013.29,1013.31,23.1,23.2,22.9,0,0,0,1013.30,0.05
1013.38,1013.37,1013.39,22.8,22.9,22.6,0,0,0,1013.38,0.13
1013.45,1013.44,1013.46,22.4,22.5,22.2,0,1,0,1013.45,0.20
1013.55,1013.54,1013.56,22.1,22.2,21.9,0,0,0,1013.55,0.30
1013.62,1013.61,1013.63,21.8,21.9,21.6,0,0,0,1013.62,0.37
1013.75,1013.74,1013.76,21.5,21.6,21.3,0,0,0,1013.75,0.50
1013.88,1013.87,1013.89,21.2,21.3,21.0,0,0,0,1013.88,0.63
1013.95,1013.94,1013.96,21.0,21.1,20.8,1,0,0,1013.95,0.70
1014.05,1014.04,1014.06,20.8,20.9,20.6,0,0,0,1014.05,0.80
1014.15,1014.14,1014.16,20.7,20.8,20.5,0,0,0,1014.15,0.90
1014.22,1014.21,1014.23,20.5,20.6,20.3,0,0,0,1014.22,0.97
1014.30,1014.29,1014.31,20.4,20.5,20.2,0,0,1,1014.30,1.05
1014.35,1014.34,1014.36,20.4,20.5,20.2,0,0,0,1014.35,1.10
1014.38,1014.37,1014.39,20.5,20.6,20.3,0,1,0,1014.38,1.13
1014.40,1014.39,1014.41,20.8,20.9,20.6,0,0,0,1014.40,1.15
1014.38,1014.37,1014.39,21.2,21.3,21.0,0,0,0,1014.38,1.08
1014.35,1014.34,1014.36,21.8,21.9,21.6,0,0,0,1014.35,0.95
1014.28,1014.27,1014.29,22.5,22.6,22.3,0,0,0,1014.28,0.73
1014.20,1014.19,1014.21,23.2,23.3,23.0,1,0,0,1014.20,0.50
1013.25,1013.24,1013.26,23.4,23.5,23.2,0,0,0,1013.25,0.00
1013.30,1013.29,1013.31,23.1,23.2,22.9,0,0,0,1013.30,0.05
1013.38,1013.37,1013.39,22.8,22.9,22.6,0,0,0,1013.38,0.13
1013.45,1013.44,1013.46,22.4,22.5,22.2,0,1,0,1013.45,0.20
1013.55,1013.54,1013.56,22.1,22.2,21.9,0,0,0,1013.55,0.30
1013.62,1013.61,1013.63,21.8,21.9,21.6,0,0,0,1013.62,0.37
1013.75,1013.74,1013.76,21.5,21.6,21.3,0,0,0,1013.75,0.50
1013.88,1013.87,1013.89,21.2,21.3,21.0,0,0,0,1013.88,0.63
1013.95,1013.94,1013.96,21.0,21.1,20.8,1,0,0,1013.95,0.70
1014.05,1014.04,1014.06,20.8,20.9,20.6,0,0,0,1014.05,0.80
1014.15,1014.14,1014.16,20.7,20.8,20.5,0,0,0,1014.15,0.90
1014.22,1014.21,1014.23,20.5,20.6,20.3,0,0,0,1014.22,0.97
1014.30,1014.29,1014.31,20.4,20.5,20.2,0,0,1,1014.30,1.05
1014.35,1014.34,1014.36,20.4,20.5,20.2,0,0,0,1014.35,1.10
1014.38,1014.37,1014.39,20.5,20.6,20.3,0,1,0,1014.38,1.13
1014.40,1014.39,1014.41,20.8,20.9,20.6,0,0,0,1014.40,1.15
1014.38,1014.37,1014.39,21.2,21.3,21.0,0,0,0,1014.38,1.08
1014.35,1014.34,1014.36,21.8,21.9,21.6,0,0,0,1014.35,0.95
1014.28,1014.27,1014.29,22.5,22.6,22.3,0,0,0,1014.28,0.73
1014.20,1014.19,1014.21,23.2,23.3,23.0,1,0,0,1014.20,0.50
1013.25,1013.24,1013.26,23.4,23.5,23.2,0,0,0,1013.25,0.00
1013.30,1013.29,1013.31,23.1,23.2,22.9,0,0,0,1013.30,0.05
1013.38,1013.37,1013.39,22.8,22.9,22.6,0,0,0,1013.38,0.13
1013.45,1013.44,1013.46,22.4,22.5,22.2,0,1,0,1013.45,0.20
1013.55,1013.54,1013.56,22.1,22.2,21.9,0,0,0,1013.55,0.30
1013.62,1013.61,1013.63,21.8,21.9,21.6,0,0,0,1013.62,0.37
1013.75,1013.74,1013.76,21.5,21.6,21.3,0,0,0,1013.75,0.50
1013.88,1013.87,1013.89,21.2,21.3,21.0,0,0,0,1013.88,0.63
1013.95,1013.94,1013.96,21.0,21.1,20.8,1,0,0,1013.95,0.70
1014.05,1014.04,1014.06,20.8,20.9,20.6,0,0,0,1014.05,0.80
1014.15,1014.14,1014.16,20.7,20.8,20.5,0,0,0,1014.15,0.90
1014.22,1014.21,1014.23,20.5,20.6,20.3,0,0,0,1014.22,0.97
1014.30,1014.29,1014.31,20.4,20.5,20.2,0,0,1,1014.30,1.05
