1019.45,1019.42,1019.48
1017.22,1017.25,1017.20
1015.11,1015.14,1015.08
1013.88,1013.90,1013.85
1012.45,1012.42,1012.48
1011.02,1011.05,1011.00
1010.55,1010.58,1010.52
1009.12,1009.15,1009.10
1008.33,1008.30,1008.35
1007.90,1007.92,1007.88
1006.45,1006.42,1006.48
1005.11,1005.14,1005.08
1004.88,1004.90,1004.85
1005.55,1005.58,1005.52
1006.33,1006.30,1006.35
1007.45,1007.42,1007.48
1008.90,1008.92,1008.88
1010.12,1010.15,1010.10
1011.55,1011.58,1011.52
1012.33,1012.30,1012.35
1013.45,1013.42,1013.48
1014.11,1014.14,1014.08
1015.88,1015.90,1015.85
1016.55,1016.58,1016.52
1017.33,1017.30,1017.35
1018.45,1018.42,1018.48
1019.90,1019.92,1019.88
1020.12,1020.15,1020.10
1019.55,1019.58,1019.52
1018.33,1018.30,1018.35
1017.45,1017.42,1017.48
1016.11,1016.14,1016.08
1015.88,1015.90,1015.85
1014.55,1014.58,1014.52
1012.33,1012.30,1012.35
1015.67,1015.65,1015.70
1018.90,1018.92,1018.88
1020.12,1020.15,1020.10
1021.45,1021.42,1021.48
1022.88,1022.90,1022.85
1023.55,1023.58,1023.52
1021.33,1021.30,1021.35
1019.45,1019.42,1019.48
1017.22,1017.25,1017.20
1015.11,1015.14,1015.08
1013.88,1013.90,1013.85
1012.45,1012.42,1012.48
1011.02,1011.05,1011.00
1010.55,1010.58,1010.52
1009.12,1009.15,1009.10
1008.33,1008.30,1008.35
1007.90,1007.92,1007.88
1006.45,1006.42,1006.48
1005.11,1005.14,1005.08
1004.88,1004.90,1004.85
1005.55,1005.58,1005.52
1006.33,1006.30,1006.35
1007.45,1007.42,1007.48
1008.90,1008.92,1008.88
1010.12,1010.15,1010.10
1011.55,1011.58,1011.52
1012.33,1012.30,1012.35
1013.45,1013.42,1013.48
1014.11,1014.14,1014.08
1015.88,1015.90,1015.85
1016.55,1016.58,1016.52
1017.33,1017.30,1017.35
1018.45,1018.42,1018.48
1019.90,1019.92,1019.88
1020.12,1020.15,1020.10
1019.55,1019.58,1019.52
1018.33,1018.30,1018.35
1017.45,1017.42,1017.48
1016.11,1016.14,1016.08
1015.88,1015.90,1015.85
1014.55,1014.58,1014.52
1013.25,1013.24,1013.26
1012.98,1013.01,1012.95
1014.50,1014.52,1014.48
1011.12,1011.15,1011.10
1009.88,1009.90,1009.85
1008.45,1008.42,1008.48
1007.22,1007.25,1007.20
1010.55,1010.58,1010.52
1012.33,1012.30,1012.35
1015.67,1015.65,1015.70
1018.90,1018.92,1018.88
1020.12,1020.15,1020.10
1021.45,1021.42,1021.48
1022.88,1022.90,1022.85
1023.55,1023.58,1023.52
1021.33,1021.30,1021.35
1019.45,1019.42,1019.48
1017.22,1017.25,1017.20
1015.11,1015.14,1015.08
1013.88,1013.90,1013.85
1012.45,1012.42,1012.48
1011.02,1011.05,1011.00
1010.55,1010.58,1010.52
1009.12,1009.15,1009.10
1008.33,1008.30,1008.35
1007.90,1007.92,1007.88
1006.45,1006.42,1006.48
1005.11,1005.14,1005.08
1013.25,1013.24,1013.26
1012.98,1013.01,1012.95
1014.50,1014.52,1014.48
1011.12,1011.15,1011.10
1009.88,1009.90,1009.85
1008.45,1008.42,1008.48
1007.22,1007.25,1007.20
1010.55,1010.58,1010.52
1012.33,1012.30,1012.35
1015.67,1015.65,1015.70
1018.90,1018.92,1018.88
1020.12,1020.15,1020.10
1021.45,1021.42,1021.48
1022.88,1022.90,1022.85
1023.55,1023.58,1023.52
1021.33,1021.30,1021.35
1019.45,1019.42,1019.48
1017.22,1017.25,1017.20
1015.11,1015.14,1015.08
1013.88,1013.90,1013.85
1012.45,1012.42,1012.48
1011.02,1011.05,1011.00
1010.55,1010.58,1010.52
1009.12,1009.15,1009.10
1008.33,1008.30,1008.35
1007.90,1007.92,1007.88
1006.45,1006.42,1006.48
1005.11,1005.14,1005.08
1004.88,1004.90,1004.85
1005.55,1005.58,1005.52
1006.33,1006.30,1006.35
1007.45,1007.42,1007.48
1008.90,1008.92,1008.88
1010.12,1010.15,1010.10
1011.55,1011.58,1011.52
1012.33,1012.30,1012.35
1013.45,1013.42,1013.48
1013.25,1013.24,1013.26
1012.98,1013.01,1012.95
1014.50,1014.52,1014.48
1011.12,1011.15,1011.10
1009.88,1009.90,1009.85
1008.45,1008.42,1008.48
1007.22,1007.25,1007.20
1010.55,1010.58,1010.52
1012.33,1012.30,1012.35
1015.67,1015.65,1015.70
1018.90,1018.92,1018.88
1020.12,1020.15,1020.10
1021.45,1021.42,1021.48
1022.88,1022.90,1022.85
1023.55,1023.58,1023.52
1021.33,1021.30,1021.35
1019.45,1019.42,1019.48
1017.22,1017.25,1017.20
1015.11,1015.14,1015.08
1013.88,1013.90,1013.85
1012.45,1012.42,1012.48
1011.02,1011.05,1011.00
1010.55,1010.58,1010.52
1009.12,1009.15,1009.10
1008.33,1008.30,1008.35
1007.90,1007.92,1007.88
1006.45,1006.42,1006.48
1005.11,1005.14,1005.08
1004.88,1004.90,1004.85
1005.55,1005.58,1005.52
1006.33,1006.30,1006.35
1007.45,1007.42,1007.48
1008.90,1008.92,1008.88
1010.12,1010.15,1010.10
1011.55,1011.58,1011.52
1012.33,1012.30,1012.35
1013.45,1013.42,1013.48
1014.11,1014.14,1014.08
1015.88,1015.90,1015.85
1016.55,1016.58,1016.52
1017.33,1017.30,1017.35
1018.45,1018.42,1018.48
1019.90,1019.92,1019.88
1020.12,1020.15,1020.10
1019.55,1019.58,1019.52
1018.33,1018.30,1018.35
1017.45,1017.42,1017.48
1016.11,1016.14,1016.08
1015.88,1015.90,1015.85
1014.55,1014.58,1014.52
1014.11,1014.14,1014.08
1015.88,1015.90,1015.85
1016.55,1016.58,1016.52
1017.33,1017.30,1017.35
1018.45,1018.42,1018.48
1019.90,1019.92,1019.88
1020.12,1020.15,1020.10
1019.55,1019.58,1019.52
1018.33,1018.30,1018.35
1017.45,1017.42,1017.48
1016.11,1016.14,1016.08
1015.88,1015.90,1015.85
1014.55,1014.58,1014.52
1004.88,1004.90,1004.85
1005.55,1005.58,1005.52
1006.33,1006.30,1006.35
1007.45,1007.42,1007.48
1008.90,1008.92,1008.88
1010.12,1010.15,1010.10
1011.55,1011.58,1011.52
1012.33,1012.30,1012.35
1013.45,1013.42,1013.48
1014.11,1014.14,1014.08
1015.88,1015.90,1015.85
1016.55,1016.58,1016.52
1017.33,1017.30,1017.35
1018.45,1018.42,1018.48
1019.90,1019.92,1019.88
1020.12,1020.15,1020.10
1019.55,1019.58,1019.52
1018.33,1018.30,1018.35
1017.45,1017.42,1017.48
1016.11,1016.14,1016.08
1015.88,1015.90,1015.85
1014.55,1014.58,1014.52
